Topic,Words,Frequency,Timestamp
93,"farmers, india, rihanna, modi, farmers protest",65,2021-01-29 16:44:10.400000000
94,"amazon, sold, via facebook marketplace, sold via, sold via facebook",14,2021-01-29 16:44:10.400000000
95,"putin blasts tactics, biden admin keeps, on putin blasts, blasts tactics against, blasts tactics",1,2021-01-29 16:44:10.400000000
96,"floods, dam, floods in, himalayan, river",7,2021-01-29 16:44:10.400000000
97,"from development, united incident, development spotify joins, joins top tech, some boeing",3,2021-01-29 16:44:10.400000000
98,"musk, elon, elon musk, dogecoin, this year",5,2021-01-29 16:44:10.400000000
99,"tax, expose big companies, after yellen, likely german minister, likely german",2,2021-01-29 16:44:10.400000000
-1,"to, in, of, the, for",1208,2021-03-03 14:07:50.600000000
0,"china, lab, wuhan, who, coronavirus",48,2021-03-03 14:07:50.600000000
1,"palestinian, israeli, israel, gaza, palestinian children",54,2021-03-03 14:07:50.600000000
2,"ukraine, russian, at moscow meeting, opposition figures at, people including leading",16,2021-03-03 14:07:50.600000000
3,"vaccine, astrazeneca, covid, covid vaccine, vaccines",154,2021-03-03 14:07:50.600000000
4,"police, in, protest, racism, officer",86,2021-03-03 14:07:50.600000000
5,"johnson, boris, brexit, boris johnson, uk",44,2021-03-03 14:07:50.600000000
6,"covid, variant, covid variant, pcr, variant found in",24,2021-03-03 14:07:50.600000000
7,"space, spacex, moon, nasa, elon",49,2021-03-03 14:07:50.600000000
8,"afghanistan, afghanistan than it, in afghanistan than, it disclosed, afghanistan than",9,2021-03-03 14:07:50.600000000
9,"china, us, bbc, chinas, chinese",48,2021-03-03 14:07:50.600000000
10,"hong, kong, hong kong, china, in hong",51,2021-03-03 14:07:50.600000000
11,"korea, north, north korea, kim, stink",49,2021-03-03 14:07:50.600000000
12,"taiwan, china, chinese, taiwan in, could invade taiwan",36,2021-03-03 14:07:50.600000000
13,"ethnically divided, ethnically, divided, counter assertive russia, thats spelled",4,2021-03-03 14:07:50.600000000
14,"india, bangladesh, temples, hindu temples, hindu",18,2021-03-03 14:07:50.600000000
15,"turkey, greece, in iraq turkey, iraq turkey, turkish",12,2021-03-03 14:07:50.600000000
16,"masks, face, vaccinated people can, without masks, mask",13,2021-03-03 14:07:50.600000000
17,"cases are, cases, coronavirus, covid, cases are growingagain",9,2021-03-03 14:07:50.600000000
18,"us intelligence, election, intelligence, to sway election, through covert",10,2021-03-03 14:07:50.600000000
19,"belarus, lukashenko, gilded, belarusian, film",5,2021-03-03 14:07:50.600000000
20,"saudi, yemen, arabia, saudi arabia, houthis",54,2021-03-03 14:07:50.600000000
21,"climate, towards limits, global heating pushes, heating pushes tropical, pushes tropical regions",14,2021-03-03 14:07:50.600000000
22,"inequality as rich, greater wealth, things americans do, is interest the, contribute to building",9,2021-03-03 14:07:50.600000000
23,"microsoft, hack, thousands of state, of stealing thousands, department emails",14,2021-03-03 14:07:50.600000000
24,"facebook, twitter, million facebook, million facebook users, facebook users",32,2021-03-03 14:07:50.600000000
25,"bolsonaro, brazil, lula, jair, jair bolsonaro",30,2021-03-03 14:07:50.600000000
26,"poland, lawmakers declare bloc, eu lawmakers declare, ban gays from, adopting even as",11,2021-03-03 14:07:50.600000000
27,"bless, vatican, pope, bless samesex, samesex",41,2021-03-03 14:07:50.600000000
28,"sea, china sea, south china, south china sea, philippines",30,2021-03-03 14:07:50.600000000
29,"helicopter crash, crash, helicopter, czech, in helicopter crash",12,2021-03-03 14:07:50.600000000
30,"zealand, new zealand, tsunami, new, tsunami warning",23,2021-03-03 14:07:50.600000000
31,"farright afd, afd, farright, farright afd party, afd party",10,2021-03-03 14:07:50.600000000
32,"stimulus checks could, checks could be, for unpaid debts, new stimulus checks, be garnished for",1,2021-03-03 14:07:50.600000000
33,"navalny, critic, kremlin critic, kremlin, alexei",13,2021-03-03 14:07:50.600000000
35,"xinjiang, genocide, in xinjiang, china, uighurs",47,2021-03-03 14:07:50.600000000
36,"myanmar, in myanmar, coup, junta, myanmar military",163,2021-03-03 14:07:50.600000000
37,"nuclear, radiation did, remotely start nuclear, excess fungicidesfocus taiwan, remotely start",5,2021-03-03 14:07:50.600000000
38,"tokyo, olympics, tokyo olympics, olympic, stage tokyo",12,2021-03-03 14:07:50.600000000
39,"in planned prepared, dominant gas, gas supplier for, for europe toplatts, zone of nord",2,2021-03-03 14:07:50.600000000
40,"australia, scott, morrison, scott morrison, china",12,2021-03-03 14:07:50.600000000
41,"maoists, security personnel, three sides indian, sides indian, attack maoists",5,2021-03-03 14:07:50.600000000
42,"mexico, mexican, migrants, cartel, hernndez",19,2021-03-03 14:07:50.600000000
43,"pakistan, to islam, in pakistan, forced to convert, to convert to",14,2021-03-03 14:07:50.600000000
44,"prince, ghislaine, maxwell, ghislaine maxwell, prince william",27,2021-03-03 14:07:50.600000000
45,"japan, japanese, women, in japan, underwear",20,2021-03-03 14:07:50.600000000
46,"mummies, ancient, cairo, dead sea, egypt",28,2021-03-03 14:07:50.600000000
47,"action may be, former trump official, be only way, iran former, military action may",1,2021-03-03 14:07:50.600000000
48,"amazon, deforestation, rainforest, gases, forest",19,2021-03-03 14:07:50.600000000
49,"lebanon, hezbollah, lebanon politicians, of saving their, saving their",9,2021-03-03 14:07:50.600000000
50,"venezuela, venezuelan, maduro, totalitarianism, truckers",11,2021-03-03 14:07:50.600000000
51,"quietest fire season, fire season in, quietest fire, season in decade, marks quietest fire",3,2021-03-03 14:07:50.600000000
52,"netanyahu, benjamin netanyahu, benjamin, benjamin netanyahu court, ruling creates danger",5,2021-03-03 14:07:50.600000000
53,"tried to, tried, top threat issues, on china promises, china stayed out",3,2021-03-03 14:07:50.600000000
54,"ice, greenland, glacier, the, temperature",9,2021-03-03 14:07:50.600000000
55,"macron, french, france, algerian nationalist, left tears",6,2021-03-03 14:07:50.600000000
56,"wildlife, source of pandemic, wildlife farms in, wildlife farms, likely source of",7,2021-03-03 14:07:50.600000000
57,"iran, nuclear, nuclear deal, deal, to nuclear",13,2021-03-03 14:07:50.600000000
58,"iraq, base, rocket attack, rockets, iraqi",10,2021-03-03 14:07:50.600000000
59,"israel, palestinians, vaccines, palestinians get chinesedonated, chinesedonated",13,2021-03-03 14:07:50.600000000
60,"lula blastsbolsonaro for, blastsbolsonaro for mishandling, mishandling pandemic economy, mishandling pandemic, pandemic economy",1,2021-03-03 14:07:50.600000000
61,"dies, cassette, aged, dies aged, inventor",7,2021-03-03 14:07:50.600000000
63,"tigray, ethiopia, in tigray, ethiopian, in ethiopia",19,2021-03-03 14:07:50.600000000
65,"suez, canal, suez canal, ship, ever given",78,2021-03-03 14:07:50.600000000
66,"mozambique, mali, militants, mozambique insurgency, beheading children",32,2021-03-03 14:07:50.600000000
67,"beach, whales, on wales, creature found washed, creature found",17,2021-03-03 14:07:50.600000000
68,"brazil, covid, brazils, brazils covid, brazils covid crisis",20,2021-03-03 14:07:50.600000000
69,"huawei, meng, wanzhou, meng wanzhou, us jurisdiction",8,2021-03-03 14:07:50.600000000
70,"oil, oil spill, spill, iran, ship",13,2021-03-03 14:07:50.600000000
71,"vaccine, vaccines, china, vaccine china, chinese vaccines",15,2021-03-03 14:07:50.600000000
72,"merkel, angela, angela merkel, germany, merkels",6,2021-03-03 14:07:50.600000000
73,"six years, rideau hall and, to arrest mr, entered the grounds, who rammed the",2,2021-03-03 14:07:50.600000000
74,"orders covid lockdown, lockdown across all, of france closes, covid lockdown across, all of france",1,2021-03-03 14:07:50.600000000
75,"covid testing, foreigners sparking, sparking complaints of, testing for foreigners, province orders covid",4,2021-03-03 14:07:50.600000000
76,"armenia, azerbaijan, nagornokarabakh, premier confirms he, will hold military",3,2021-03-03 14:07:50.600000000
77,"thunberg, greta, greta thunberg, on climate change, on climate",4,2021-03-03 14:07:50.600000000
78,"elephant, endangered, african, elephant listed, elephant listed as",5,2021-03-03 14:07:50.600000000
79,"paraded, tied paraded, paraded with, tied paraded with, attacker in",9,2021-03-03 14:07:50.600000000
80,"women, taliban, afghan, singing, afghan women",5,2021-03-03 14:07:50.600000000
81,"cases celebrities in, cases celebrities, anger stranded, stranded citizens over, in australia anger",4,2021-03-03 14:07:50.600000000
82,"up tobillion microsoft, at up tobillion, is valued, company is valued, deal making headsets",2,2021-03-03 14:07:50.600000000
83,"polluting also, is polluting also, plastic is polluting, also the human, polluting also the",1,2021-03-03 14:07:50.600000000
84,"nato, deployment to ukraine, to ukraine would, that any nato, any nato troop",7,2021-03-03 14:07:50.600000000
85,"harry dunn, dunn, harry, in america lawyer, killed teen",2,2021-03-03 14:07:50.600000000
86,"drone, in yemen drone, act pleads, whistleblower charged with, sky report",2,2021-03-03 14:07:50.600000000
87,"sexual, women, three women endure, sexual violence who, have suffered sexual",5,2021-03-03 14:07:50.600000000
88,"coal, hydrogen, china generated, generated over, china generated over",8,2021-03-03 14:07:50.600000000
89,"cannabis, marijuana, use, drugs, trial of medical",10,2021-03-03 14:07:50.600000000
90,"sputnik, vaccine, sputnik vaccine, russia, russia sputnik",17,2021-03-03 14:07:50.600000000
91,"russian doctors complete, doctors complete, hospital fire, russian doctors, hospital",4,2021-03-03 14:07:50.600000000
92,"cuba, become coronavirus, coronavirus vaccine powerhouse, odds cuba, odds cuba could",3,2021-03-03 14:07:50.600000000
93,"india, autocracy, india is, india is now, report india",11,2021-03-03 14:07:50.600000000
94,"amazon, in bottles, bottles, drivers, strike at amazon",19,2021-03-03 14:07:50.600000000
95,"biden, price, putin, price for, pay price",9,2021-03-03 14:07:50.600000000
96,"controversial major dam, dam project in, project in tibet, approves controversial major, dam project",1,2021-03-03 14:07:50.600000000
97,"preinstalled, requires, devices, software, we replace window",3,2021-03-03 14:07:50.600000000
98,"intelligence generates personally, generates personally attractive, reading brain waves, reading brain, brain waves daily",2,2021-03-03 14:07:50.600000000
99,"tax, taxes, greatest hidden, greatest hidden fortunes, hidden fortunes",12,2021-03-03 14:07:50.600000000
-1,"to, in, of, the, for",2238,2021-04-05 11:31:30.800000000
0,"china, covid, wuhan, chinese, coronavirus",35,2021-04-05 11:31:30.800000000
1,"israel, palestinian, jerusalem, israeli, palestinians",146,2021-04-05 11:31:30.800000000
2,"ukraine, russia, putin signs law, signs law, putin signs",66,2021-04-05 11:31:30.800000000
3,"vaccine, covid, covid vaccine, vaccines, pfizer",218,2021-04-05 11:31:30.800000000
4,"police, shooting, black, fedex, indianapolis",90,2021-04-05 11:31:30.800000000
5,"johnson, boris, boris johnson, brexit, uk",69,2021-04-05 11:31:30.800000000
6,"covid, variant, cases, deaths, double",41,2021-04-05 11:31:30.800000000
7,"space, space station, rocket, station, mars",97,2021-04-05 11:31:30.800000000
8,"afghanistan, taliban, withdrawal, afghan, us",68,2021-04-05 11:31:30.800000000
9,"china, xi, chinas, chinese, us",69,2021-04-05 11:31:30.800000000
10,"hong, kong, hong kong, prodemocracy, law",46,2021-04-05 11:31:30.800000000
11,"korea, north, north korea, kim, south",45,2021-04-05 11:31:30.800000000
12,"taiwan, china, taiwan says, chinese, will fight",71,2021-04-05 11:31:30.800000000
13,"sanctions, sanctions on russia, russia, on russia, sanctions on",18,2021-04-05 11:31:30.800000000
14,"india, covid, indias, in india, cases",287,2021-04-05 11:31:30.800000000
15,"turkey, erdogan, genocide, turkish, armenian",80,2021-04-05 11:31:30.800000000
16,"mask, masks, outdoor, face, wearing",18,2021-04-05 11:31:30.800000000
17,"pandemic early, for help relievinghospitals, belgium asks, ultrasound has potential, up pandemic",3,2021-04-05 11:31:30.800000000
18,"as bigger threat, as bigger, seen as bigger, than russia or, bigger threat to",12,2021-04-05 11:31:30.800000000
19,"belarus, lukashenko, with red stripe, white socks with, white socks",13,2021-04-05 11:31:30.800000000
20,"saudi, arabia, saudi arabia, yemen, yemeni",26,2021-04-05 11:31:30.800000000
21,"climate, climate change, change, emissions, climate crisis",42,2021-04-05 11:31:30.800000000
22,"economy, growth, uk economy, economic, imf",20,2021-04-05 11:31:30.800000000
23,"chinese smart, cyber, hackers, hack, smart",17,2021-04-05 11:31:30.800000000
24,"facebook, instagram, data, facebook and instagram, and instagram",21,2021-04-05 11:31:30.800000000
25,"bolsonaro, brazil, bolsonaro says, would follow his, bolsonaro says military",17,2021-04-05 11:31:30.800000000
26,"poland, polish, hungary, in poland, orban",19,2021-04-05 11:31:30.800000000
27,"vatican, pope, gifts, anticorruption, new vatican anticorruption",8,2021-04-05 11:31:30.800000000
28,"sea, china sea, south china, south china sea, china",69,2021-04-05 11:31:30.800000000
29,"intentionally, believes iran, it believes iran, says it believes, ukraine now says",6,2021-04-05 11:31:30.800000000
30,"zealand, new zealand, new, jacinda, magnitudeearthquake",20,2021-04-05 11:31:30.800000000
31,"germany, neonazi, antisemitic, crimes, farright",25,2021-04-05 11:31:30.800000000
32,"reparations bill approved, committee in historic, approved out of, reparations bill, bill approved out",1,2021-04-05 11:31:30.800000000
33,"navalny, alexei, alexei navalny, critic, kremlin",80,2021-04-05 11:31:30.800000000
34,"zelensky, to stand to, zelensky is ready, with russia vows, president zelensky is",3,2021-04-05 11:31:30.800000000
35,"xinjiang, genocide, in xinjiang, uyghurs, china",54,2021-04-05 11:31:30.800000000
36,"myanmar, coup, junta, in myanmar, military",58,2021-04-05 11:31:30.800000000
37,"fukushima, water, nuclear, chernobyl, plant",42,2021-04-05 11:31:30.800000000
38,"olympics, tokyo, tokyo olympics, boycott, games",38,2021-04-05 11:31:30.800000000
39,"natural gas trade, longterm uschina liquefied, uschina liquefied natural, germany under us, uschina liquefied",2,2021-04-05 11:31:30.800000000
40,"australia, china, morrison, belt and road, belt and",34,2021-04-05 11:31:30.800000000
41,"india, message to modi, to modi, message to, china xi offers",10,2021-04-05 11:31:30.800000000
42,"mexico, mexicos, cartel, used explosive, drones to attack",15,2021-04-05 11:31:30.800000000
43,"blasphemy, pakistan, against feminist, who helped pinpoint, police file blasphemy",10,2021-04-05 11:31:30.800000000
44,"prince, philip, ghislaine, maxwell, ghislaine maxwell",26,2021-04-05 11:31:30.800000000
45,"japan, japanese, giant squid statue, on giant squid, on giant",16,2021-04-05 11:31:30.800000000
46,"ancient, egypt, cave, yearold, oldest",40,2021-04-05 11:31:30.800000000
47,"dies of, heart, heart disease at, dies of apparent, force mohammad hejazi",2,2021-04-05 11:31:30.800000000
48,"amazon, rainforest, deforestation, brazil, trees",21,2021-04-05 11:31:30.800000000
49,"hezbollah, lebanon, deaths hezbollah, meron deaths hezbollah, exported drugs",7,2021-04-05 11:31:30.800000000
50,"venezuela, to venezuela, aid to venezuela, us aid to, us aid",8,2021-04-05 11:31:30.800000000
51,"out in cape, town table mountain, northern ireland declared, of control fire, table mountain national",2,2021-04-05 11:31:30.800000000
52,"netanyahu, to form, form, form government, to form government",19,2021-04-05 11:31:30.800000000
53,"china, russia and china, and china, russia and, china but putin",5,2021-04-05 11:31:30.800000000
54,"melting, ice, glaciers, antarctic, glacier",22,2021-04-05 11:31:30.800000000
55,"french, france, macron, warn of, war in france",19,2021-04-05 11:31:30.800000000
56,"dogs, dog, went to toilet, taught bees to, positive coronavirus samples",7,2021-04-05 11:31:30.800000000
57,"iran, nuclear, deal, nuclear deal, talks",24,2021-04-05 11:31:30.800000000
58,"iraq, rockets, iraqi, us, baghdad",7,2021-04-05 11:31:30.800000000
59,"israel, vaccinated, pfizer, vaccine, to israel after",14,2021-04-05 11:31:30.800000000
60,"roadtraffic accident, village now, transport minister mario, researchers with immune, meoni dies",3,2021-04-05 11:31:30.800000000
61,"dmx, dies, dmx dead, dmx dead at, dead at",26,2021-04-05 11:31:30.800000000
62,"in nigeria indian, positive to the, belgium this week, indian variants arrived, the indian variants",2,2021-04-05 11:31:30.800000000
63,"tigray, ethiopia, in ethiopia, in tigray, eritrean",24,2021-04-05 11:31:30.800000000
64,"thanexcess deaths during, parish councillor, thanexcess, reportsdeath increase, and parish",4,2021-04-05 11:31:30.800000000
65,"suez, ship, canal, suez canal, ever given",10,2021-04-05 11:31:30.800000000
66,"chad, chad president, rebels, idriss, president idriss",24,2021-04-05 11:31:30.800000000
67,"shark, the iucn, being bludgeoned with, shark takes, the worlds freshwater",4,2021-04-05 11:31:30.800000000
68,"brazil, in rio de, in rio, janeiro, rio de janeiro",41,2021-04-05 11:31:30.800000000
69,"huawei, on dutch mobile, dutch mobile, on dutch, to eavesdrop on",7,2021-04-05 11:31:30.800000000
70,"ship, iranian, oil, red sea, red",23,2021-04-05 11:31:30.800000000
71,"vaccine, vaccines, china, sinopharm, covid",31,2021-04-05 11:31:30.800000000
72,"merkel, germany, angela, angela merkel, green party",5,2021-04-05 11:31:30.800000000
74,"close elite, to close elite, close elite school, elite school, elite",11,2021-04-05 11:31:30.800000000
75,"korea, north korea, north, south, south korea",6,2021-04-05 11:31:30.800000000
76,"armenia, azerbaijan, we will, armenian, me",3,2021-04-05 11:31:30.800000000
77,"thunberg, greta, greta thunberg, the tragedy of, tragedy of",6,2021-04-05 11:31:30.800000000
78,"elephant, elephants, zimbabwe, nra, zoo",27,2021-04-05 11:31:30.800000000
79,"rape, women dress, dress, how women dress, how women",11,2021-04-05 11:31:30.800000000
80,"women, taliban, afghan women, afghan, taliban terrible days",10,2021-04-05 11:31:30.800000000
81,"australia, overseasby their own, stuck overseasby, stuck overseasby their, overseasby their",10,2021-04-05 11:31:30.800000000
82,"tiktok sued, tiktok sued for, children data, tiktok, sued for",2,2021-04-05 11:31:30.800000000
83,"plastic, ddt, singleuse, plastics, scientists",16,2021-04-05 11:31:30.800000000
84,"nato, membership, ukraine, membership as, nato membership",11,2021-04-05 11:31:30.800000000
86,"police say cell, across three provinces, opened fire toward, new ira, officer and young",4,2021-04-05 11:31:30.800000000
87,"sexual, child, abuse, sex, german police",14,2021-04-05 11:31:30.800000000
88,"coal, coal power, power, us coal, china",9,2021-04-05 11:31:30.800000000
89,"cannabis, decriminalize, to decriminalize, drug possession, possession",8,2021-04-05 11:31:30.800000000
90,"sputnik, vaccine, sputnik vaccine, russia sputnik, russia",30,2021-04-05 11:31:30.800000000
91,"ruse to, ruse to practise, ambulances as ruse, cross ambulances as, cross ambulances",4,2021-04-05 11:31:30.800000000
92,"cuba, castro, raul, raul castro, cuba raul castro",14,2021-04-05 11:31:30.800000000
93,"india, modi, in india, farmers, situation in india",12,2021-04-05 11:31:30.800000000
94,"amazon, alabama amazon, in alabama amazon, in alabama, workers",8,2021-04-05 11:31:30.800000000
95,"biden, putin, if russia, if russia escalates, further actions",13,2021-04-05 11:31:30.800000000
96,"during the rivers, rivers normal dry, chinese dams on, trouble for wildlife, causing trouble for",2,2021-04-05 11:31:30.800000000
98,"dogecoin, elon, musk, neuralink, elon musk",7,2021-04-05 11:31:30.800000000
99,"tax, corporate tax, corporate, minimum, tax rate",8,2021-04-05 11:31:30.800000000
-1,"in, to, of, the, for",2346,2021-05-08 08:55:11.000000000
0,"china, lab, wuhan, human case of, human case",180,2021-05-08 08:55:11.000000000
1,"gaza, israel, israeli, hamas, palestinian",1210,2021-05-08 08:55:11.000000000
2,"putin, russia, ukraine, law banningfrom running, banningfrom",16,2021-05-08 08:55:11.000000000
3,"vaccine, covid, covid vaccine, vaccines, doses",126,2021-05-08 08:55:11.000000000
4,"police, shooting, sasha, sasha johnson, activist",80,2021-05-08 08:55:11.000000000
5,"johnson, boris, boris johnson, brexit, uk",63,2021-05-08 08:55:11.000000000
6,"covid, variant, delta, daily, uk",22,2021-05-08 08:55:11.000000000
7,"space, mars, rocket, rover, earth",126,2021-05-08 08:55:11.000000000
8,"taliban, afghanistan, afghan, the taliban, in afghanistan",31,2021-05-08 08:55:11.000000000
9,"china, xi, chinese, jinping, xi jinping",56,2021-05-08 08:55:11.000000000
10,"hong, kong, hong kong, tiananmen, vigil",43,2021-05-08 08:55:11.000000000
11,"korea, north, north korea, kim, south",37,2021-05-08 08:55:11.000000000
12,"taiwan, china, to taiwan, vaccines, covid",83,2021-05-08 08:55:11.000000000
13,"sanctions, dollar, russia, assets, seizes assets in",9,2021-05-08 08:55:11.000000000
14,"india, covid, cow, indian, in india",186,2021-05-08 08:55:11.000000000
15,"turkey, turkish, erdogan, greece, snot",52,2021-05-08 08:55:11.000000000
16,"mask, masks, vaccinated, cdc, indoor and",12,2021-05-08 08:55:11.000000000
17,"lowest coronavirus, organisation should, emergency earlier to, global emergency earlier, emergency earlier",2,2021-05-08 08:55:11.000000000
18,"the filibuster, force commander fired, filibuster, commander fired, space force commander",10,2021-05-08 08:55:11.000000000
19,"belarus, belarusian, lukashenko, ryanair, plane",156,2021-05-08 08:55:11.000000000
20,"saudi, arabia, saudi arabia, yemen, jail",19,2021-05-08 08:55:11.000000000
21,"climate, change, climate change, fossil, fossil fuel",44,2021-05-08 08:55:11.000000000
22,"basic income, basic, income, universal basic income, universal basic",13,2021-05-08 08:55:11.000000000
23,"hackers, pipeline, ransom, cyber, cyberattack",50,2021-05-08 08:55:11.000000000
24,"facebook, whatsapp, whatsapp sues, privacy, mean end to",31,2021-05-08 08:55:11.000000000
25,"bolsonaro, brazil, brazilians, jair, jair bolsonaro",14,2021-05-08 08:55:11.000000000
26,"hungary, poland, eu, chinese university, campus",21,2021-05-08 08:55:11.000000000
27,"pope, church, catholic, vatican, catholic church",45,2021-05-08 08:55:11.000000000
28,"china sea, sea, south china, south china sea, china",23,2021-05-08 08:55:11.000000000
29,"act of terrorism, terrorism ontario, ontario court rules, of terrorism ontario, of terrorism",11,2021-05-08 08:55:11.000000000
30,"zealand, new zealand, liveable, most liveable, new",8,2021-05-08 08:55:11.000000000
31,"germany, german, nazi, jews, synagogues",44,2021-05-08 08:55:11.000000000
33,"navalny, critic, alexei, alexei navalny, kremlin critic",30,2021-05-08 08:55:11.000000000
34,"block russia pipeline, can drink in, in donbass are, glaswegians, passports in donbass",3,2021-05-08 08:55:11.000000000
35,"xinjiang, uyghur, genocide, china, in xinjiang",39,2021-05-08 08:55:11.000000000
36,"myanmar, coup, junta, in myanmar, military",38,2021-05-08 08:55:11.000000000
37,"chernobyl, nuclear, nuclear reactions, reactions, inaccessible",17,2021-05-08 08:55:11.000000000
38,"olympics, tokyo, tokyo olympics, olympic, games",50,2021-05-08 08:55:11.000000000
39,"nord, pipeline, gas, nord stream, stream",12,2021-05-08 08:55:11.000000000
40,"australia, china, australian, morrison, scott morrison",24,2021-05-08 08:55:11.000000000
41,"again to clinch, trade deal sidelining, eu india try, agree trade reboot, eu india",2,2021-05-08 08:55:11.000000000
42,"mexico, in mexico, mexican, cartels, mexicos",23,2021-05-08 08:55:11.000000000
43,"pakistan, blasphemy, couple blasphemy, christian couple blasphemy, christian couple",10,2021-05-08 08:55:11.000000000
44,"prince, prince harry, harry, prince harry says, harry says",7,2021-05-08 08:55:11.000000000
45,"japan, preservation of species, against preservation of, against preservation, preservation of",20,2021-05-08 08:55:11.000000000
46,"found, dinosaur, found in, discovered, neanderthals",22,2021-05-08 08:55:11.000000000
47,"iran, rare disease, disease dying under, us sanctionsiranian ngo, us sanctionsiranian",2,2021-05-08 08:55:11.000000000
48,"amazon, deforestation, forest, logging, rainforest",30,2021-05-08 08:55:11.000000000
49,"lebanon, rockets fired, hezbollah, rockets, rockets fired from",36,2021-05-08 08:55:11.000000000
50,"venezuela, maduro, newspaper, venezuelan, erode maduros",8,2021-05-08 08:55:11.000000000
51,"californian smoke, device at, caused heavy clouding, party leads to, at gender",3,2021-05-08 08:55:11.000000000
52,"netanyahu, israel, israeli, benjamin, benjamin netanyahu",152,2021-05-08 08:55:11.000000000
53,"russia, china, after russia denies, best level in, hyping fears of",4,2021-05-08 08:55:11.000000000
54,"ice, melting, arctic, study, antarctica",13,2021-05-08 08:55:11.000000000
55,"macron, slapped, french, macron slapped, slapped in",33,2021-05-08 08:55:11.000000000
56,"dogs, from dogs, dog, cats, animals",14,2021-05-08 08:55:11.000000000
57,"iran, israel, irans khamenei says, irans khamenei, khamenei says",8,2021-05-08 08:55:11.000000000
58,"baghdad, iraq, sadr, iraqi, thousands at baghdad",7,2021-05-08 08:55:11.000000000
59,"israel, gaza only, lab, gaza, israeli",10,2021-05-08 08:55:11.000000000
60,"rechecks of research, asks for rechecks, rechecks of, for rechecks of, research on when",4,2021-05-08 08:55:11.000000000
61,"creator of, creator, kentaro miura, creator of berserk, of berserk",7,2021-05-08 08:55:11.000000000
62,"refugees, ethnic, lifetime detention of, ethnic kazakhs, of ethnic kazakhs",4,2021-05-08 08:55:11.000000000
63,"tigray, ethiopia, ethiopian, in ethiopia, in tigray",42,2021-05-08 08:55:11.000000000
64,"with crossover, with crossover flu, mayor decries low, russia records first, low demand for",3,2021-05-08 08:55:11.000000000
65,"suez, cruise, canal, suez canal, ship",11,2021-05-08 08:55:11.000000000
66,"boko, boko haram, haram, nigeria, faso",21,2021-05-08 08:55:11.000000000
67,"shark, whale, whales, sharks, on beach in",15,2021-05-08 08:55:11.000000000
68,"brazil, rio, record amid the, janeiro shootout, jobs for two",6,2021-05-08 08:55:11.000000000
69,"it backed, in marathon, cellphone provider cellcom, with cellphone provider, in marathon extradition",2,2021-05-08 08:55:11.000000000
70,"sinks, oil, gulf of, in gulf, in gulf of",39,2021-05-08 08:55:11.000000000
71,"vaccine, sinovac, vaccines, china, sinopharm",26,2021-05-08 08:55:11.000000000
72,"state election, cdu, merkels, germany, angela",4,2021-05-08 08:55:11.000000000
73,"an escooter, police mocked, bridge opens, pedestrian suspension, longest pedestrian",2,2021-05-08 08:55:11.000000000
74,"lockdown easing, lockdown, easing, uk jubilant as, hugs to",4,2021-05-08 08:55:11.000000000
75,"korea, hub in partnership, latest korea again, claiming its covidfree, get vaccine the",5,2021-05-08 08:55:11.000000000
76,"azerbaijan, armenian, armenia, azerbaijani, six armenian",10,2021-05-08 08:55:11.000000000
77,"thunberg, greta, greta thunberg, thunberg calls out, greta thunberg calls",11,2021-05-08 08:55:11.000000000
78,"elephants, zoo, lightning, leopards, leopards escaped",18,2021-05-08 08:55:11.000000000
79,"raped, girl, indian woman, woman, rape",10,2021-05-08 08:55:11.000000000
80,"girls, afghanistan expert, afghanistan expert says, brutal violence, tobago ignored",3,2021-05-08 08:55:11.000000000
81,"australia, victoria, australia victoria, australias, people may die",15,2021-05-08 08:55:11.000000000
82,"tiktok, biometric data, biometric, collect, voice",5,2021-05-08 08:55:11.000000000
83,"plastic, waste, plastic waste, singleuse, singleuse plastic",23,2021-05-08 08:55:11.000000000
85,"assange, julian, julian assange, hagia sophia notes, notes turkey",2,2021-05-08 08:55:11.000000000
86,"drone, afghanistan, civilians, drone strike, us drone",7,2021-05-08 08:55:11.000000000
87,"child, sex, abuse, niels telecom giant, calderdale child sexual",13,2021-05-08 08:55:11.000000000
88,"coal, power, agree to, electricity after, now planning more",7,2021-05-08 08:55:11.000000000
89,"cannabis, marijuana, backs marijuana, legalization drops weed, testing for some",11,2021-05-08 08:55:11.000000000
90,"vaccine, covid vaccine, of russians wont, plenty of, vaccine doses what",4,2021-05-08 08:55:11.000000000
92,"cuba, urging congress, neurological symptoms are, and spies around, approved resolution urging",3,2021-05-08 08:55:11.000000000
93,"government harmful for, protection supreme court, congress on its, modi government harmful, court on sedition",2,2021-05-08 08:55:11.000000000
94,"amazon, italy fines, amazon to, fines, sharing",8,2021-05-08 08:55:11.000000000
95,"biden, for harmful actions, rights at, harmful actions, harmful actions as",2,2021-05-08 08:55:11.000000000
96,"floods, flooding, zinc mine certain, new zealand floods, proposed tailings dam",4,2021-05-08 08:55:11.000000000
98,"musk, elon, elon musk, brain, saturday night live",15,2021-05-08 08:55:11.000000000
99,"tax, corporate tax, minimum, corporate, tax rate",34,2021-05-08 08:55:11.000000000
-1,"in, to, of, the, for",2391,2021-06-10 06:18:51.200000000
0,"lab, wuhan, china, covid, lab leak",53,2021-06-10 06:18:51.200000000
1,"palestinian, israeli, israel, gaza, west bank",187,2021-06-10 06:18:51.200000000
